City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,imbituba,-28.24,-48.6703,69.85,83,40,3.58,BR,1687761966
280,betio village,1.358,172.9211,84.24,79,14,4.36,KI,1687761966
281,mandera,3.9366,41.867,79.21,60,100,18.45,KE,1687761967
282,kharkhorin,47.1975,102.8238,74.82,26,38,11.21,MN,1687761967
283,ponta delgada,37.7333,-25.6667,66.92,82,20,6.91,PT,1687761967
284,uturoa,-16.7333,-151.4333,81.14,68,3,16.17,PF,1687761969
285,wafangdian,39.6183,122.0081,65.66,90,100,8.14,CN,1687761969
286,san juan de miraflores,-12.1629,-76.9635,66.72,84,68,5.61,PE,1687761970
287,praia,14.9215,-23.5087,75.74,73,40,8.05,CV,1687761970
288,mary,37.0,62.5,95.29,11,0,13.35,TM,1687761971
289,son la,21.3167,103.9,84.94,63,31,3.96,VN,1687761971
290,axim,4.8699,-2.2405,75.97,76,100,9.62,GH,1687761972
291,ouesso,1.6136,16.0517,71.82,96,97,2.13,CG,1687761972
292,quesnel,52.9999,-122.5029,59.5,77,0,0.0,CA,1687761737
293,arkalyk,50.2486,66.9114,72.81,37,98,29.01,KZ,1687761973
294,opuwo,-18.0607,13.84,61.65,41,4,1.63,NA,1687761973
295,san fernando de apure,7.8878,-67.4724,73.04,98,100,2.95,VE,1687761974
296,longyearbyen,78.2186,15.6401,42.64,75,75,11.5,SJ,1687761974
297,afif,23.9065,42.9172,98.42,9,0,8.99,SA,1687761975
298,oriximina,-1.7656,-55.8661,76.75,76,49,2.95,BR,1687761975
299,weno,7.4515,151.8468,87.75,74,75,6.91,FM,1687761976
300,sisimiut,66.9395,-53.6735,40.59,78,92,4.45,GL,1687761976
301,turpan,42.9333,89.1667,97.3,12,100,8.19,CN,1687761976
302,tual,-5.6667,132.75,81.07,85,94,15.9,ID,1687761977
303,rabo de peixe,37.8,-25.5833,65.71,82,20,6.91,PT,1687761977
304,eastham,41.8301,-69.9739,70.0,85,7,4.0,US,1687761864
305,sitka,57.0531,-135.33,53.49,94,100,5.75,US,1687761978
306,itaituba,-4.2761,-55.9836,72.55,73,23,0.58,BR,1687761979
307,tofol,5.3248,163.0078,85.78,79,75,8.05,FM,1687761979
308,feijo,-8.1642,-70.3536,71.46,91,22,1.5,BR,1687761979
309,letlhakane,-21.4167,25.5833,61.27,27,0,10.33,BW,1687761980
310,santa fe,-31.6333,-60.7,62.02,97,92,3.0,AR,1687761981
311,hammerfest,70.6634,23.6821,50.45,76,40,5.75,NO,1687761981
312,wynyard,-41.0,145.7167,52.99,69,11,11.65,AU,1687761982
313,ta`u,-14.2336,-169.5144,80.56,78,84,8.81,AS,1687761982
314,nogliki,51.8333,143.1667,55.0,89,99,4.83,RU,1687761983
315,arauco,-37.2463,-73.3175,50.63,92,78,5.1,CL,1687761983
316,enshi,30.3,109.4833,91.29,49,8,1.57,CN,1687761873
317,kajiado,-1.8524,36.7768,65.28,58,82,3.85,KE,1687761984
318,srivardhan,18.0333,73.0167,84.78,76,100,15.9,IN,1687761985
319,lukhovitsy,54.9728,39.0361,69.33,55,100,6.2,RU,1687761985
320,upata,8.0086,-62.3989,75.2,94,42,5.93,VE,1687761985
321,da nang,16.0678,108.2208,91.38,62,20,9.22,VN,1687761986
322,grand island,40.925,-98.342,64.29,71,0,8.05,US,1687761986
323,nalut,30.3333,10.85,85.98,27,0,12.73,LY,1687761987
324,st. john's,47.5649,-52.7093,45.28,96,100,11.01,CA,1687761865
325,palikir - national government center,6.9248,158.1611,84.94,74,75,4.61,FM,1687761988
326,vila velha,-20.3297,-40.2925,69.94,94,75,3.44,BR,1687761988
327,lichtenburg,-26.152,26.1597,57.31,35,0,11.54,ZA,1687761988
328,acapulco de juarez,16.8634,-99.8901,76.82,88,100,8.05,MX,1687761765
329,envira,-7.3,-70.2167,70.38,98,94,1.52,BR,1687761989
330,shenjiamen,29.9576,122.298,76.55,88,64,19.8,CN,1687761990
331,sangin,32.0728,64.8359,103.71,16,0,7.4,AF,1687761990
332,aliveri,38.4167,24.0333,85.41,62,1,5.99,GR,1687761991
333,sinop,41.7711,34.8709,66.63,58,0,5.57,TR,1687761867
334,puerto deseado,-47.7503,-65.8938,43.63,94,100,11.21,AR,1687761992
335,tamandare,-8.7597,-35.1047,75.47,84,63,10.45,BR,1687761992
336,shizunai-furukawacho,42.3339,142.3669,67.01,80,6,6.82,JP,1687761993
337,wanning,18.8003,110.3967,88.32,64,99,9.71,CN,1687761994
338,tynda,55.1667,124.7167,78.76,38,33,2.44,RU,1687761994
339,luorong,24.4058,109.6086,76.1,95,100,6.8,CN,1687761995
340,wuwei,37.9281,102.6414,87.91,17,1,11.41,CN,1687761995
341,canutama,-6.5339,-64.3831,73.26,95,100,2.06,BR,1687761996
342,sosnovo-ozerskoye,52.5249,111.5418,84.6,25,33,15.52,RU,1687761997
343,egilsstadir,65.2653,-14.3948,49.91,76,75,4.61,IS,1687761997
344,revda,56.801,59.9303,52.43,90,100,11.97,RU,1687761997
345,sao vicente,-23.9631,-46.3919,72.27,26,0,5.1,BR,1687761998
346,arraial do cabo,-22.9661,-42.0278,68.49,81,0,10.36,BR,1687761999
347,north berwick,56.0583,-2.7229,59.52,82,0,16.11,GB,1687761999
348,yemva,62.59,50.8594,71.67,37,99,4.72,RU,1687762000
349,guangyuan,32.442,105.823,85.6,66,16,4.85,CN,1687762000
350,beypazari,40.1675,31.9211,78.28,52,0,4.81,TR,1687762001
351,port isabel,26.0734,-97.2086,83.05,88,0,10.36,US,1687762001
352,north bath,43.9348,-69.8159,69.24,97,100,1.01,US,1687762001
353,plattsburgh,44.6995,-73.4529,69.37,85,20,0.0,US,1687762002
354,palafrugell,41.9174,3.1631,82.62,39,56,1.01,ES,1687762002
355,prado,-17.3411,-39.2208,70.52,89,100,1.03,BR,1687762003
356,bovalino,38.149,16.174,78.69,69,6,6.08,IT,1687762003
357,laojunmiao,39.8333,97.7333,80.92,18,57,15.64,CN,1687762004
358,katabu,-4.9333,122.5167,85.32,68,61,5.3,ID,1687762004
359,cork,51.898,-8.4706,55.17,87,75,8.05,IE,1687762004
360,vysokovsk,56.3167,36.55,70.79,47,100,5.99,RU,1687762005
361,panaba,21.2833,-88.2667,75.83,95,21,4.14,MX,1687762005
362,malabar,-33.9667,151.25,63.12,39,0,25.32,AU,1687762006
363,gilgit,35.9221,74.3087,90.36,33,5,4.97,PK,1687761851
364,tazacorte,28.629,-17.9293,70.77,73,20,6.91,ES,1687762007
365,nakasongola,1.3089,32.4564,76.8,57,7,1.12,UG,1687762007
366,wolmaransstad,-27.1974,25.9831,57.79,31,0,14.27,ZA,1687762008
367,san andres,12.5847,-81.7006,80.62,89,20,4.61,CO,1687762008
368,amursk,50.2261,136.8994,75.31,71,28,4.47,RU,1687762008
369,barendrecht,51.85,4.5333,69.06,72,75,12.66,NL,1687762009
370,rio grande,-32.035,-52.0986,60.94,97,100,10.25,BR,1687762009
371,kiama,-34.6833,150.8667,62.38,52,0,25.01,AU,1687762010
372,pierre,44.3683,-100.351,66.27,78,0,4.61,US,1687761600
373,maba,24.6841,113.5984,86.92,70,85,1.32,CN,1687762011
374,tabou,4.423,-7.3528,76.55,82,100,12.84,CI,1687762011
375,tarnogskiy gorodok,60.4997,43.5761,73.33,39,19,4.85,RU,1687762011
376,guapiles,10.2159,-83.7866,77.72,94,100,3.69,CR,1687761858
377,arroyo,41.6096,-4.7969,69.12,79,0,12.66,ES,1687762012
378,san patricio,28.017,-97.5169,84.06,93,0,8.3,US,1687762013
379,chinde,26.8418,88.0763,77.02,71,75,6.98,NP,1687762013
380,vernon,50.2581,-119.2691,65.3,66,11,8.05,CA,1687762014
381,longgang,37.6508,120.3286,70.68,86,97,12.75,CN,1687762014
382,kavaratti,10.5669,72.642,83.35,75,100,15.23,IN,1687762014
383,amarillo,35.222,-101.8313,72.23,75,0,12.66,US,1687761803
384,kailua-kona,19.6406,-155.9956,80.56,73,40,11.5,US,1687762015
385,sao jose da coroa grande,-8.8978,-35.1478,75.76,82,75,11.77,BR,1687762016
386,ballina,-28.8667,153.5667,66.38,34,34,2.24,AU,1687762016
387,kawambwa,-9.7915,29.0791,65.77,49,25,5.84,ZM,1687762017
388,tromso,69.6496,18.957,51.82,76,0,14.97,NO,1687762018
389,leer,53.2316,7.461,73.38,80,79,15.08,DE,1687761903
390,angaur state,6.906,134.13,83.35,75,44,7.16,PW,1687762019
391,champerico,14.3,-91.9167,78.57,86,99,7.2,GT,1687762020
392,nhlangano,-27.1167,31.2,60.35,30,0,4.14,SZ,1687762020
393,jiuquan,39.7432,98.5174,88.65,16,7,10.47,CN,1687762021
394,langxiang,46.95,128.8833,96.57,18,33,8.86,CN,1687762021
395,pucheng,27.9233,118.5333,87.28,64,79,3.24,CN,1687762022
396,kangding,30.0513,101.9603,73.13,70,43,7.09,CN,1687762022
397,kourou,5.1552,-52.6478,75.25,94,88,5.55,GF,1687762023
398,priob'ye,62.5206,65.5964,63.1,37,58,2.06,RU,1687762023
399,ginir,7.1333,40.7,67.77,62,95,2.44,ET,1687762023
400,basco,20.4487,121.9702,83.43,78,85,18.57,PH,1687762024
401,cabo san lucas,22.8909,-109.9124,85.3,80,5,1.99,MX,1687762024
402,solleftea,63.1667,17.2667,64.26,54,0,3.98,SE,1687762025
403,klaksvik,62.2266,-6.589,56.32,88,100,6.08,FO,1687762025
404,nuuk,64.1835,-51.7216,39.81,87,75,12.66,GL,1687762026
405,kuta,-8.7233,115.1723,82.35,78,20,13.0,ID,1687762026
406,beyla,8.6833,-8.6333,67.68,98,100,2.89,GN,1687762027
407,joal-fadiout,14.1667,-16.8333,77.02,78,88,7.09,SN,1687762027
408,chui,-33.6971,-53.4616,57.24,89,100,5.77,UY,1687762028
409,syracuse,37.0881,15.2792,78.17,62,0,2.86,IT,1687762028
410,giovinazzo,41.1864,16.6674,77.31,60,0,12.66,IT,1687762029
411,okha,53.5739,142.9478,50.36,97,100,7.25,RU,1687762029
412,mirny,62.5353,113.9611,65.01,74,98,12.8,RU,1687762030
413,novodvinsk,64.4165,40.8122,72.55,42,71,5.41,RU,1687762030
414,karbala,32.616,44.0249,102.92,13,0,20.74,IQ,1687761961
415,labrador city,52.9463,-66.9114,37.31,93,0,4.61,CA,1687762032
416,mount gambier,-37.8333,140.7667,52.77,74,80,6.2,AU,1687762032
417,jayapura,-2.5333,140.7,74.59,86,66,8.43,ID,1687762032
418,as sulayyil,20.4607,45.5779,98.85,8,16,12.39,SA,1687762033
419,vilyuchinsk,52.9306,158.4028,70.07,80,75,3.62,RU,1687762033
420,toliara,-23.35,43.6667,70.34,43,0,10.85,MG,1687762034
421,fort st. john,56.2499,-120.8529,60.69,88,75,9.22,CA,1687762034
422,caussade,44.1608,1.5391,67.24,81,15,6.08,FR,1687762035
423,dawei,14.0833,98.2,81.34,77,100,2.42,MM,1687762035
424,callao,-12.0667,-77.15,68.29,83,0,9.22,PE,1687762035
425,langtoucun,40.0261,124.3286,68.0,93,100,14.65,CN,1687762036
426,homer,59.6425,-151.5483,53.49,68,100,8.05,US,1687762036
427,yanchep,-31.55,115.6833,59.13,48,27,10.25,AU,1687762037
428,nishinoomote,30.7333,131.0,82.96,89,75,9.22,JP,1687762037
429,carutapera,-1.195,-46.02,73.27,93,7,0.87,BR,1687762038
430,acarau,-2.8856,-40.12,75.51,86,29,13.31,BR,1687762035
431,fale old settlement,-9.3852,-171.2468,84.27,73,6,13.47,TK,1687762038
432,katsuura,35.1333,140.3,75.56,84,100,8.25,JP,1687762039
433,al ghayzah,16.2079,52.176,93.51,53,6,7.05,YE,1687762039
434,yuanping,38.7153,112.7575,68.27,69,100,10.56,CN,1687762040
435,port lincoln,-34.7333,135.8667,58.17,63,94,5.44,AU,1687762040
436,chechelnyk,48.8353,26.6484,69.31,69,0,11.56,UA,1687762041
437,usinsk,65.9939,57.5281,63.09,51,41,14.76,RU,1687762041
438,port saint john's,-31.6229,29.5448,66.6,82,46,2.77,ZA,1687762042
439,reynosa,26.0833,-98.2833,83.21,87,20,10.36,MX,1687762042
440,pangoa,-12.1167,-73.0,67.82,98,100,2.86,PE,1687762043
441,calca,-13.3333,-71.95,46.74,89,22,3.33,PE,1687762043
442,labytnangi,66.6572,66.4183,61.45,52,100,3.96,RU,1687762043
443,kone,-21.0595,164.8658,64.65,68,57,4.23,NC,1687762044
444,saint-pierre,-21.3393,55.4781,73.56,68,20,12.66,RE,1687762044
445,itoman,26.1247,127.6694,88.18,74,40,16.11,JP,1687762045
446,rajula,21.05,71.4333,90.5,57,100,18.5,IN,1687762045
447,bridlington,54.0831,-0.1919,63.9,85,1,8.99,GB,1687762046
448,tokar,18.4254,37.729,101.66,17,16,4.43,SD,1687762046
449,hammamet,36.4,10.6167,80.46,57,0,14.65,TN,1687762046
450,cedeira,43.6797,-8.0209,68.97,83,79,12.86,ES,1687762047
451,tengrela,10.4869,-6.4097,72.88,92,88,4.72,CI,1687762047
452,timimoun,29.2639,0.231,86.38,10,0,8.05,DZ,1687762048
453,kandahar,31.0,65.75,99.59,10,7,10.65,AF,1687762048
454,thames,-37.1333,175.5333,50.76,96,100,1.81,NZ,1687762049
455,brooks,50.5834,-111.8851,58.03,67,66,3.44,CA,1687762049
456,linares,-35.85,-71.6,52.2,88,100,1.92,CL,1687761912
457,egersund,58.4513,5.9997,73.38,77,100,21.23,NO,1687762050
458,santa ana,33.7456,-117.8678,66.04,77,0,3.44,US,1687761852
459,"laikit, laikit ii (dimembe)",1.4792,124.9735,76.05,89,40,8.05,ID,1687762051
460,lubang,13.8584,120.124,84.22,69,76,3.49,PH,1687762052
461,kulhudhuffushi,6.6221,73.07,82.13,76,100,14.09,MV,1687762052
462,al jawf,29.5,38.75,86.81,15,0,12.95,SA,1687762052
463,rockland,41.1668,-74.0496,70.03,95,11,1.7,US,1687762053
464,yar,58.249,52.1026,65.44,38,3,9.86,RU,1687762053
465,peace river,56.2501,-117.286,59.65,98,75,2.3,CA,1687762054
466,ulladulla,-35.35,150.4667,57.16,52,0,16.46,AU,1687762054
467,darwin,-12.4611,130.8418,89.58,43,0,13.8,AU,1687761901
468,princeville,45.7668,-61.2985,61.61,99,100,3.44,CA,1687762055
469,qamdo,31.1667,97.2333,65.93,25,50,3.4,CN,1687762055
470,phan thiet,10.9333,108.1,85.35,77,100,13.94,VN,1687762056
471,malpica,43.3228,-8.8105,66.38,77,91,10.67,ES,1687762057
472,havana,23.133,-82.383,77.52,94,20,2.3,CU,1687762020
473,menongue,-14.6585,17.691,59.31,40,0,6.04,AO,1687762057
474,la'ie,21.6477,-157.9253,77.0,74,35,3.0,US,1687762058
475,newman,37.3138,-121.0208,66.43,82,6,4.43,US,1687762058
476,borger,52.9233,6.7931,70.83,78,40,15.99,NL,1687762059
477,mamuju,-2.6748,118.8885,84.69,75,60,4.65,ID,1687762059
478,southport,53.6478,-3.0065,63.48,79,40,16.11,GB,1687762060
479,mundybash,53.211,87.2983,65.44,41,100,0.94,RU,1687762060
480,nadi,-17.8,177.4167,73.4,60,20,9.22,FJ,1687762061
481,west bay,19.3667,-81.4167,84.0,85,28,1.99,KY,1687762061
482,holstebro,56.3601,8.6161,73.81,79,86,14.56,DK,1687762061
483,al kut,32.5147,45.819,108.45,10,0,20.83,IQ,1687762062
484,kudahuvadhoo,2.6708,72.8944,82.45,78,100,13.02,MV,1687762063
485,cadale,2.7603,46.3222,81.68,69,100,22.82,SO,1687762063
486,isla del bosque,22.7333,-105.85,79.39,81,71,4.54,MX,1687762064
487,nizhnyaya poyma,56.1622,97.1933,51.3,98,100,10.2,RU,1687762064
488,segorbe,39.8138,-0.4521,78.21,42,3,2.19,ES,1687762065
489,alesund,62.4723,6.1549,66.9,84,0,8.05,NO,1687761945
490,selfoss,63.9331,-20.9971,50.04,80,18,6.53,IS,1687762065
491,sarmiento,-45.5882,-69.07,42.3,72,100,13.6,AR,1687762066
492,north branch,45.5113,-92.9802,64.54,97,41,3.0,US,1687762066
493,kalifornsky,60.4183,-151.29,54.28,82,100,4.61,US,1687762067
494,nova olimpia,-14.7972,-57.2881,66.92,61,0,3.24,BR,1687762067
495,hovd,48.0056,91.6419,67.35,21,28,14.12,MN,1687762068
496,jahanian shah,31.8055,72.2771,86.95,63,100,21.79,PK,1687762068
497,dakhla,23.6848,-15.958,67.95,91,0,10.42,EH,1687762069
498,jeju city,33.5097,126.5219,82.33,78,75,16.11,KR,1687762069
499,minab,27.1467,57.0801,92.61,63,84,8.05,IR,1687762069
500,hailey,43.5196,-114.3153,56.98,70,0,15.01,US,1687762070
501,san agustin de valle fertil,-30.6335,-67.4682,56.84,59,0,2.59,AR,1687762070
502,sint michiel liber,12.15,-68.9833,82.22,74,20,10.36,CW,1687762071
503,blessington,53.17,-6.5325,56.7,83,40,12.66,IE,1687762071
504,arcos,-20.2819,-45.5394,55.36,80,0,1.77,BR,1687762072
505,fort stockton,30.894,-102.8793,89.65,23,0,10.36,US,1687761850
506,moyo,3.6609,31.7247,74.62,73,13,2.06,UG,1687762072
507,belyy yar,53.6039,91.3903,67.89,42,0,4.47,RU,1687762073
508,tchintabaraden,15.8969,5.7985,85.06,45,41,7.54,NE,1687762074
509,muscatine,41.4667,-91.1335,68.67,80,0,13.8,US,1687762074
510,playas,-2.6333,-80.3833,76.14,81,100,7.85,EC,1687762075
511,lauro de freitas,-12.8944,-38.3272,78.82,73,40,12.66,BR,1687762075
512,khanty-mansiysk,61.0042,69.0019,60.91,48,0,4.47,RU,1687762075
513,masina,-4.3836,15.3914,73.69,83,40,0.0,CD,1687762076
514,gospic,44.5461,15.3747,73.09,67,13,7.27,HR,1687762076
515,pimentel,-6.8367,-79.9342,73.69,83,100,6.91,PE,1687762077
516,arteche,12.2645,125.4048,83.14,81,49,3.0,PH,1687762077
517,taichung,24.1469,120.6839,91.11,66,75,12.66,TW,1687762032
518,souillac,-20.5167,57.5167,75.58,57,40,4.61,MU,1687762078
519,salym,60.0625,71.4789,61.0,41,91,4.9,RU,1687762079
520,dzilam gonzalez,21.2833,-88.9333,74.34,90,10,2.95,MX,1687761974
521,el granada,37.5027,-122.4694,59.43,90,100,12.66,US,1687761881
522,nueva loja,0.0847,-76.8828,68.94,99,100,0.43,EC,1687762080
523,pizarro,4.9533,-77.366,75.52,92,95,2.89,CO,1687762081
524,heunghae,36.1125,129.3522,81.63,74,100,10.2,KR,1687762081
525,mangaratiba,-22.9597,-44.0406,61.66,69,0,5.95,BR,1687762082
526,berezovyy,51.6667,135.7,80.02,46,40,6.17,RU,1687762082
527,shuangjiang,26.1547,109.7138,81.52,78,46,5.48,CN,1687762083
528,mhamid,29.82,-5.72,89.83,11,1,5.86,MA,1687762084
529,gwanda,-20.9333,29.0,61.2,37,0,6.42,ZW,1687762084
530,taltal,-25.4,-70.4833,60.8,77,51,1.12,CL,1687762085
531,dongkan,33.9997,119.8308,84.42,60,72,6.98,CN,1687762085
532,nambutalai,9.7167,79.0,93.09,45,100,7.07,IN,1687762086
533,strelka,58.0728,93.0344,63.57,45,100,8.23,RU,1687762086
534,arish,31.1316,33.7984,79.02,54,0,5.53,EG,1687762087
535,galesong,-5.3166,119.3661,87.82,72,46,5.5,ID,1687762087
536,kovdor,67.5662,30.4758,71.06,38,99,4.14,RU,1687762087
537,fomboni,-12.28,43.7425,77.34,69,18,14.83,KM,1687762088
538,geraldton,-28.7667,114.6,55.81,67,40,12.66,AU,1687762088
539,lexington,37.9887,-84.4777,66.13,86,3,3.0,US,1687761837
540,junin,-34.5838,-60.9433,48.88,98,97,2.44,AR,1687762089
541,sparta,43.9441,-90.8129,65.93,100,100,5.75,US,1687762090
542,yamba,-5.9,22.3,76.87,48,100,2.42,CD,1687762090
543,port arthur,38.8,121.2667,70.02,94,100,18.72,CN,1687762014
544,mazagao,-0.115,-51.2894,77.05,97,25,2.24,BR,1687762091
545,bayanaul,50.7889,75.6956,74.52,30,100,10.02,KZ,1687762091
546,pavilosta,56.8879,21.1859,67.91,71,16,5.7,LV,1687762092
547,buriti dos lopes,-3.175,-41.8669,70.59,87,54,2.21,BR,1687762092
548,santarem,-2.4431,-54.7083,77.13,100,40,2.3,BR,1687761997
549,ziguinchor,12.5833,-16.2719,79.0,94,0,11.5,SN,1687762093
550,along,28.1667,94.7667,95.29,50,32,3.78,IN,1687762093
551,pariyapuram,10.9561,76.1916,82.69,58,97,5.59,IN,1687762094
552,belen,36.4891,36.2233,75.34,54,0,18.41,TR,1687762094
553,ujae,8.9322,165.7642,83.01,83,87,18.41,MH,1687762095
554,encruzilhada do sul,-30.5439,-52.5219,60.75,98,75,3.06,BR,1687762095
555,bakanas,44.8081,76.2772,86.49,18,0,6.08,KZ,1687762096
556,soe,-9.8607,124.284,77.43,61,100,3.15,ID,1687762084
557,tzucacab,20.0667,-89.05,70.29,96,98,0.98,MX,1687762096
558,whangarei,-35.7317,174.3239,52.18,97,21,1.97,NZ,1687762097
559,vadstena,58.4486,14.8897,74.08,62,17,5.5,SE,1687762097
